SystemCode,SystemCN,SystemEN,SubSystemCN,報修徵狀,故障零組件,故障原因
TS,電聯車系統,Tram System,車載通訊系統,閉路電視系統異常,列車多媒體資訊顯示器(TMDS)(SLAVE),組件故障
TS,電聯車系統,Tram System,車載通訊系統,閉路電視系統異常,列車多媒體資訊顯示器(TMDS)(SLAVE),軟體異常
TS,電聯車系統,Tram System,車載通訊系統,閉路電視系統異常,列車多媒體資訊顯示器(TMDS)(SLAVE),鈕扣電池異常
TS,電聯車系統,Tram System,車載通訊系統,閉路電視系統異常,列車多媒體資訊顯示器(TMDS)喇叭,組件故障
TS,電聯車系統,Tram System,車載通訊系統,閉路電視系統異常,列車多媒體資訊顯示器(TMDS)喇叭,暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,閉路電視系統異常,列車多媒體資訊顯示器(TMDS)喇叭,暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,其他,其他
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,其他,組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,路徑未開通,暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,路徑未開通,暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,TETRA/Wi-Wi/GPS天線,組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,TETRA/Wi-Wi/GPS天線,暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,TETRA/Wi-Wi/GPS天線,暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,TETRA收發機(Tetra Transceiver),組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,TETRA收發機(Tetra Transceiver),暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,TETRA收發機(Tetra Transceiver),暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,ETRA直流電源轉換器,組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,Wi-Fi模組,組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,Wi-Fi模組,暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,Wi-Fi模組,暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,司機員人機界面(DCI),組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,司機員人機界面(DCI),暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,司機員人機界面(DCI),暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車載控制單元(OBCU),軟體異常
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車載控制單元(OBCU),組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車載控制單元(OBCU),暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車載控制單元(OBCU),暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車載控制單元(OBCU),鈕扣電池異常
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,旅客緊急對講機(PEI),組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,旅客緊急對講機(PEI),暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,旅客緊急對講機(PEI),暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,旅客緊急對講機(PEI),軟體異常
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,旅客緊急對講機(PEI),其他
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,環境噪音麥克風,其他
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,環境噪音麥克風,組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,鵝頸式麥克風,暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,鵝頸式麥克風,暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,鵝頸式麥克風,其他
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,鵝頸式麥克風,鬆脫
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,鵝頸式麥克風,組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,IP擴音器,暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,IP擴音器,暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,IP擴音器,組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車外喇叭,鬆脫
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車外喇叭,暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車外喇叭,暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車外喇叭,組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車內/駕駛室喇叭,鬆脫
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車內/駕駛室喇叭,暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車內/駕駛室喇叭,暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車內/駕駛室喇叭,組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,車內喇叭匹配100V變壓器,組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,標籤讀取器(Tag Reader),組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,標籤讀取器(Tag Reader),暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,標籤讀取器(Tag Reader),暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,網管型乙太網路交換器(駕駛室),組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,網管型乙太網路交換器(駕駛室),暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,網管型乙太網路交換器(駕駛室),暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,網管型乙太網路交換器(模組1/2/4/5),組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,網管型乙太網路交換器(模組1/2/4/5),暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,網管型乙太網路交換器(模組1/2/4/5),暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,網管型乙太網路交換器(模組3),組件故障
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,網管型乙太網路交換器(模組3),暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,網管型乙太網路交換器(模組3),暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,車載通訊系統異常,線路(Cat6A 傳輸線2.5M M12-D code 公-公),組件故障
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,其他,組件故障
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,其他,其他
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車內旅客資訊顯示器(TDDU),暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車內旅客資訊顯示器(TDDU),暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車內旅客資訊顯示器(TDDU),組件故障
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車內旅客資訊顯示器(TDDU),其他
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車外目的地顯示器(TSDU),暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車外目的地顯示器(TSDU),暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車外目的地顯示器(TSDU),組件故障
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車外目的地顯示器(TSDU),其他
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車次顯示裝置,暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車次顯示裝置,暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車次顯示裝置,組件故障
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車次顯示裝置,其他
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車頭目的地顯示器,暫態(需重置)
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車頭目的地顯示器,暫態(不需重置)
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車頭目的地顯示器,組件故障
TS,電聯車系統,Tram System,車載通訊系統,目的地顯示器異常,車頭目的地顯示器,其他
TS,電聯車系統,Tram System,車載通訊系統,電氣控制元件異常,斷路器(ABB S201MT-B10A),組件故障
TS,電聯車系統,Tram System,車載通訊系統,電氣控制元件異常,斷路器(ABB S201MT-Z2A),組件故障
TS,電聯車系統,Tram System,車載通訊系統,電氣控制元件異常,斷路器(S201MT-B6A),組件故障
TS,電聯車系統,Tram System,車載通訊系統,電氣控制元件異常,薄型繼電器(Weidmueller MCZ R 24Vdc 1COTRAK),組件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,其他,其他
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,ATP乙太網交換機,組件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,ATP乙太網交換機,暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,ATP乙太網交換機,暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,速度感測器,暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,速度感測器,暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,速度感測器,組件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,BPI界面轉換器,暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,BPI界面轉換器,暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,BPI界面轉換器,組件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,應答器天線,暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,應答器天線,暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,應答器天線,組件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,應答器天線,高度異常
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,速度監控HMI,暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,速度監控HMI,暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,速度監控HMI,組件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,速度轉換器 (GMU) ,暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,速度轉換器 (GMU) ,暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,速度轉換器 (GMU) ,組件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,中央控制單元(CCU),暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,中央控制單元(CCU),暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,中央控制單元(CCU),組件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,A212卡板(中央控制單元CCU),暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,A212卡板(中央控制單元CCU),暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,A212卡板(中央控制單元CCU),板件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,A212卡板(中央控制單元CCU),接觸不良
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,REL V3卡板(中央控制單元CCU),暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,REL V3卡板(中央控制單元CCU),暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,REL V3卡板(中央控制單元CCU),板件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,REL V3卡板(中央控制單元CCU),接觸不良
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,DIO-16A/15E卡板(中央控制單元CCU),暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,DIO-16A/15E卡板(中央控制單元CCU),暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,DIO-16A/15E卡板(中央控制單元CCU),板件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,DIO-16A/15E卡板(中央控制單元CCU),接觸不良
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,1030卡板(中央控制單元CCU),暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,1030卡板(中央控制單元CCU),暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,1030卡板(中央控制單元CCU),接觸不良
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,1030卡板(中央控制單元CCU),板件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,1092卡板(中央控制單元CCU),暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,1092卡板(中央控制單元CCU),暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,1092卡板(中央控制單元CCU),接觸不良
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,1092卡板(中央控制單元CCU),板件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,HIST V4卡版(中央控制單元(CCU),暫態(需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,HIST V4卡版(中央控制單元(CCU),暫態(不需重置)
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,HIST V4卡版(中央控制單元(CCU),接觸不良
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,HIST V4卡版(中央控制單元(CCU),板件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,應答器天線(高度調整螺絲),遺失
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,應答器天線(高度調整螺絲),組件故障
TS,電聯車系統,Tram System,車載號誌系統,輔助速限裝置異常,應答器天線(高度調整支架),組件故障
