"列號","場站代碼","對象代碼","車號","車廂模組","坑位代碼","坑位名稱","坑位類型","上層坑位代碼","設備序號","現場設備名稱","裝用狀態","盤點人","盤點日期","照片檔名或連結","備註"
"2645","D","TS","115","M1","50-D-TS115-M1-TETRA","TETRA收發機(Tetra Transceiver)","獨立件","50-D-TS115-M1","","","","","","",""
"2646","D","TS","115","M1","50-D-TS115-M1-VCU","車輛控制單元(VCU)","獨立件","50-D-TS115-M1","","","","","","",""
"2647","D","TS","115","M1","50-D-TS115-M1-VID","影像連結單元(Video link)","獨立件","50-D-TS115-M1","","","","","","",""
"2648","D","TS","115","M1","50-D-TS115-M1-WIFI","Wi-Fi模組","獨立件","50-D-TS115-M1","","","","","","",""
"2649","D","TS","115","M2","50-D-TS115-M2-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS115-M2","","","","","","",""
"2650","D","TS","115","M2","50-D-TS115-M2-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS115-M2","","","","","","",""
"2651","D","TS","115","M2","50-D-TS115-M2-DMOT-L","驅動馬達-L","獨立件","50-D-TS115-M2","","","","","","",""
"2652","D","TS","115","M2","50-D-TS115-M2-DMOT-R","驅動馬達-R","獨立件","50-D-TS115-M2","","","","","","",""
"2653","D","TS","115","M2","50-D-TS115-M2-ESS","儲能電池(ESS)總成","總成","50-D-TS115-M2","","","","","","",""
"2654","D","TS","115","M2","50-D-TS115-M2-ESS-COOL","冷卻器總成","子件","50-D-TS115-M2-ESS","","","","","","",""
"2655","D","TS","115","M2","50-D-TS115-M2-ETH-SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS115-M2","","","","","","",""
"2656","D","TS","115","M2","50-D-TS115-M2-PA-IP","IP擴音器","獨立件","50-D-TS115-M2","","","","","","",""
"2657","D","TS","115","M2","50-D-TS115-M2-PAC-L2","客室空調總成-L2","總成","50-D-TS115-M2","","","","","","",""
"2658","D","TS","115","M2","50-D-TS115-M2-PAC-L2-COMP","空調渦捲式壓縮機-L2","子件","50-D-TS115-M2-PAC-L2","","","","","","",""
"2659","D","TS","115","M2","50-D-TS115-M2-PAC-L2-CTRL","空調控制器KN700-L2","子件","50-D-TS115-M2-PAC-L2","","","","","","",""
"2660","D","TS","115","M2","50-D-TS115-M2-PAC-R1","客室空調總成-R1","總成","50-D-TS115-M2","","","","","","",""
"2661","D","TS","115","M2","50-D-TS115-M2-PAC-R1-COMP","空調渦捲式壓縮機-R1","子件","50-D-TS115-M2-PAC-R1","","","","","","",""
"2662","D","TS","115","M2","50-D-TS115-M2-PAC-R1-CTRL","空調控制器KN700-R1","子件","50-D-TS115-M2-PAC-R1","","","","","","",""
"2663","D","TS","115","M2","50-D-TS115-M2-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS115-M2","","","","","","",""
"2664","D","TS","115","M2","50-D-TS115-M2-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS115-M2","","","","","","",""
"2665","D","TS","115","M3","50-D-TS115-M3-AHU","輔助液壓單元總成(AHU)","總成","50-D-TS115-M3","","","","","","",""
"2666","D","TS","115","M3","50-D-TS115-M3-ATP-SW","ATP乙太網交換機","獨立件","50-D-TS115-M3","","","","","","",""
"2667","D","TS","115","M3","50-D-TS115-M3-BALISE-L","應答器天線-L","獨立件","50-D-TS115-M3","","","","","","",""
"2668","D","TS","115","M3","50-D-TS115-M3-BALISE-R","應答器天線-R","獨立件","50-D-TS115-M3","","","","","","",""
"2669","D","TS","115","M3","50-D-TS115-M3-BCU","煞車控制單元(BCU)總成","總成","50-D-TS115-M3","","","","","","",""
"2670","D","TS","115","M3","50-D-TS115-M3-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS115-M3-BCU","","","","","","",""
"2671","D","TS","115","M3","50-D-TS115-M3-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS115-M3-BCU","","","","","","",""
"2672","D","TS","115","M3","50-D-TS115-M3-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS115-M3-BCU","","","","","","",""
"2673","D","TS","115","M3","50-D-TS115-M3-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS115-M3-BCU","","","","","","",""
"2674","D","TS","115","M3","50-D-TS115-M3-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS115-M3-BCU","","","","","","",""
"2675","D","TS","115","M3","50-D-TS115-M3-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS115-M3-BCU","","","","","","",""
"2676","D","TS","115","M3","50-D-TS115-M3-BOGIE","轉向架","總成","50-D-TS115-M3","","","","","","",""
"2677","D","TS","115","M3","50-D-TS115-M3-BOGIE-BCAL-AX3L","非動力式煞車卡鉗總成-L3","子件","50-D-TS115-M3-BOGIE","","","","","","",""
"2678","D","TS","115","M3","50-D-TS115-M3-BOGIE-BCAL-AX3R","非動力式煞車卡鉗總成-R3","子件","50-D-TS115-M3-BOGIE","","","","","","",""
"2679","D","TS","115","M3","50-D-TS115-M3-BOGIE-BCAL-AX4L","非動力式煞車卡鉗總成-L4","子件","50-D-TS115-M3-BOGIE","","","","","","",""
"2680","D","TS","115","M3","50-D-TS115-M3-BOGIE-BCAL-AX4R","非動力式煞車卡鉗總成-R4","子件","50-D-TS115-M3-BOGIE","","","","","","",""
"2681","D","TS","115","M3","50-D-TS115-M3-BOGIE-WHL-AX3L","非動力式車輪-L3","子件","50-D-TS115-M3-BOGIE","","","","","","",""
"2682","D","TS","115","M3","50-D-TS115-M3-BOGIE-WHL-AX3R","非動力式車輪-R3","子件","50-D-TS115-M3-BOGIE","","","","","","",""
"2683","D","TS","115","M3","50-D-TS115-M3-BOGIE-WHL-AX4L","非動力式車輪-L4","子件","50-D-TS115-M3-BOGIE","","","","","","",""
"2684","D","TS","115","M3","50-D-TS115-M3-BOGIE-WHL-AX4R","非動力式車輪-R4","子件","50-D-TS115-M3-BOGIE","","","","","","",""
"2685","D","TS","115","M3","50-D-TS115-M3-CCU","中央控制單元(CCU)","總成","50-D-TS115-M3","","","","","","",""
"2686","D","TS","115","M3","50-D-TS115-M3-CCU-1030","1030卡板(CCU內)","子件","50-D-TS115-M3-CCU","","","","","","",""
"2687","D","TS","115","M3","50-D-TS115-M3-CCU-1092","1092卡板(CCU內)","子件","50-D-TS115-M3-CCU","","","","","","",""
"2688","D","TS","115","M3","50-D-TS115-M3-CCU-A212","A212卡板(CCU內)","子件","50-D-TS115-M3-CCU","","","","","","",""
"2689","D","TS","115","M3","50-D-TS115-M3-CCU-DIO","DIO-16A/15E卡板","子件","50-D-TS115-M3-CCU","","","","","","",""
"2690","D","TS","115","M3","50-D-TS115-M3-CCU-HIST","HIST V4卡版","子件","50-D-TS115-M3-CCU","","","","","","",""
"2691","D","TS","115","M3","50-D-TS115-M3-CCU-REL","REL V3卡板","子件","50-D-TS115-M3-CCU","","","","","","",""
"2692","D","TS","115","M3","50-D-TS115-M3-EHU","煞車液壓單元總成(EHU)","總成","50-D-TS115-M3","","","","","","",""
"2693","D","TS","115","M3","50-D-TS115-M3-ETH-SW","網管型乙太網路交換器(模組3)","獨立件","50-D-TS115-M3","","","","","","",""
"2694","D","TS","115","M3","50-D-TS115-M3-GMU","速度轉換器 (GMU)","獨立件","50-D-TS115-M3","","","","","","",""
"2695","D","TS","115","M3","50-D-TS115-M3-HSCB","高速斷路器總成","總成","50-D-TS115-M3","","","","","","",""
"2696","D","TS","115","M3","50-D-TS115-M3-PANTO","集電弓總成","總成","50-D-TS115-M3","","","","","","",""
"2697","D","TS","115","M3","50-D-TS115-M3-PANTO-DRV","集電弓主軸驅動器","子件","50-D-TS115-M3-PANTO","","","","","","",""
"2698","D","TS","115","M3","50-D-TS115-M3-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS115-M3","","","","","","",""
"2699","D","TS","115","M3","50-D-TS115-M3-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS115-M3","","","","","","",""
"2700","D","TS","115","M3","50-D-TS115-M3-TDR","行車監視紀錄器總成","總成","50-D-TS115-M3","","","","","","",""
"2701","D","TS","115","M3","50-D-TS115-M3-TDR-CPU","診斷CPU","子件","50-D-TS115-M3-TDR","","","","","","",""
"2702","D","TS","115","M4","50-D-TS115-M4-COOL","冷卻器總成","獨立件","50-D-TS115-M4","","","","","","",""
"2703","D","TS","115","M4","50-D-TS115-M4-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS115-M4","","","","","","",""
"2704","D","TS","115","M4","50-D-TS115-M4-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS115-M4","","","","","","",""
"2705","D","TS","115","M4","50-D-TS115-M4-DMOT-L","驅動馬達-L","獨立件","50-D-TS115-M4","","","","","","",""
"2706","D","TS","115","M4","50-D-TS115-M4-DMOT-R","驅動馬達-R","獨立件","50-D-TS115-M4","","","","","","",""
"2707","D","TS","115","M4","50-D-TS115-M4-ESS","儲能電池(ESS)總成","獨立件","50-D-TS115-M4","","","","","","",""
"2708","D","TS","115","M4","50-D-TS115-M4-ETH-SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS115-M4","","","","","","",""
"2709","D","TS","115","M4","50-D-TS115-M4-PA-IP","IP擴音器","獨立件","50-D-TS115-M4","","","","","","",""
"2710","D","TS","115","M4","50-D-TS115-M4-PAC/L2","客室空調總成-L2","總成","50-D-TS115-M4","","","","","","",""
"2711","D","TS","115","M4","50-D-TS115-M4-PAC/L2-COMP","空調渦捲式壓縮機-L2","子件","50-D-TS115-M4-PAC/L2","","","","","","",""
"2712","D","TS","115","M4","50-D-TS115-M4-PAC/L2-CTRL","空調控制器KN700-L2","子件","50-D-TS115-M4-PAC/L2","","","","","","",""
"2713","D","TS","115","M4","50-D-TS115-M4-PAC/R1","客室空調總成-R1","總成","50-D-TS115-M4","","","","","","",""
"2714","D","TS","115","M4","50-D-TS115-M4-PAC/R1-COMP","空調渦捲式壓縮機-R1","子件","50-D-TS115-M4-PAC/R1","","","","","","",""
"2715","D","TS","115","M4","50-D-TS115-M4-PAC/R1-CTRL","空調控制器KN700-R1","子件","50-D-TS115-M4-PAC/R1","","","","","","",""
"2716","D","TS","115","M4","50-D-TS115-M4-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS115-M4","","","","","","",""
"2717","D","TS","115","M4","50-D-TS115-M4-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS115-M4","","","","","","",""
"2718","D","TS","115","M5","50-D-TS115-M5-AHU","輔助液壓單元總成(AHU)","總成","50-D-TS115-M5","","","","","","",""
"2719","D","TS","115","M5","50-D-TS115-M5-BCU","煞車控制單元(BCU)總成","總成","50-D-TS115-M5","","","","","","",""
"2720","D","TS","115","M5","50-D-TS115-M5-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS115-M5-BCU","","","","","","",""
"2721","D","TS","115","M5","50-D-TS115-M5-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS115-M5-BCU","","","","","","",""
"2722","D","TS","115","M5","50-D-TS115-M5-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS115-M5-BCU","","","","","","",""
"2723","D","TS","115","M5","50-D-TS115-M5-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS115-M5-BCU","","","","","","",""
"2724","D","TS","115","M5","50-D-TS115-M5-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS115-M5-BCU","","","","","","",""
"2725","D","TS","115","M5","50-D-TS115-M5-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS115-M5-BCU","","","","","","",""
"2726","D","TS","115","M5","50-D-TS115-M5-BOGIE","轉向架","總成","50-D-TS115-M5","","","","","","",""
"2727","D","TS","115","M5","50-D-TS115-M5-BOGIE-BCAL-AX5L","動力式煞車卡鉗總成-L5","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2728","D","TS","115","M5","50-D-TS115-M5-BOGIE-BCAL-AX5R","動力式煞車卡鉗總成-R5","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2729","D","TS","115","M5","50-D-TS115-M5-BOGIE-BCAL-AX6L","動力式煞車卡鉗總成-L6","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2730","D","TS","115","M5","50-D-TS115-M5-BOGIE-BCAL-AX6R","動力式煞車卡鉗總成-R6","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2731","D","TS","115","M5","50-D-TS115-M5-BOGIE-GB-AX5L","齒輪箱總成-L5","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2732","D","TS","115","M5","50-D-TS115-M5-BOGIE-GB-AX5R","齒輪箱總成-R5","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2733","D","TS","115","M5","50-D-TS115-M5-BOGIE-GB-AX6L","齒輪箱總成-L6","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2734","D","TS","115","M5","50-D-TS115-M5-BOGIE-GB-AX6R","齒輪箱總成-R6","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2735","D","TS","115","M5","50-D-TS115-M5-BOGIE-TM-AX5L","牽引馬達總成-L5(TM4)","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2736","D","TS","115","M5","50-D-TS115-M5-BOGIE-TM-AX5R","牽引馬達總成-R5(TM2)","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2737","D","TS","115","M5","50-D-TS115-M5-BOGIE-TM-AX6L","牽引馬達總成-L6(TM3)","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2738","D","TS","115","M5","50-D-TS115-M5-BOGIE-TM-AX6R","牽引馬達總成-R6(TM1)","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2739","D","TS","115","M5","50-D-TS115-M5-BOGIE-WHL-AX5L","動力式車輪-L5","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2740","D","TS","115","M5","50-D-TS115-M5-BOGIE-WHL-AX5R","動力式車輪-R5","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2741","D","TS","115","M5","50-D-TS115-M5-BOGIE-WHL-AX6L","動力式車輪-L6","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2742","D","TS","115","M5","50-D-TS115-M5-BOGIE-WHL-AX6R","動力式車輪-R6","子件","50-D-TS115-M5-BOGIE","","","","","","",""
"2743","D","TS","115","M5","50-D-TS115-M5-BPI","BPI界面轉換器","獨立件","50-D-TS115-M5","","","","","","",""
"2744","D","TS","115","M5","50-D-TS115-M5-BRES","煞車電阻器(含箱體)","獨立件","50-D-TS115-M5-CC400","","","","","","",""
"2745","D","TS","115","M5","50-D-TS115-M5-CABAC","駕駛室空調總成","總成","50-D-TS115-M5","","","","","","",""
"2746","D","TS","115","M5","50-D-TS115-M5-CABAC-COMP","空調渦捲式壓縮機","子件","50-D-TS115-M5-CABAC","","","","","","",""
"2747","D","TS","115","M5","50-D-TS115-M5-CABAC-CTRL","空調控制器KN700","子件","50-D-TS115-M5-CABAC","","","","","","",""
"2748","D","TS","115","M5","50-D-TS115-M5-CABAC-INV","空調變頻器","子件","50-D-TS115-M5-CABAC","","","","","","",""
"2749","D","TS","115","M5","50-D-TS115-M5-CC400","牽引換流器及輔助電源異常(CC400)","總成","50-D-TS115-M5","","","","","","",""
"2750","D","TS","115","M5","50-D-TS115-M5-CC400-ACU","ACU卡板","子件","50-D-TS115-M5-CC400","","","","","","",""
"2751","D","TS","115","M5","50-D-TS115-M5-CC400-AUX","輔助變流器模組(AUX)","子件","50-D-TS115-M5-CC400","","","","","","",""
"2752","D","TS","115","M5","50-D-TS115-M5-CC400-AUX/Reactor","輔電電抗器","子件","50-D-TS115-M5-CC400","","","","","","",""
"2753","D","TS","115","M5","50-D-TS115-M5-CC400-ESS/Reactor","儲能裝置電抗器","子件","50-D-TS115-M5-CC400","","","","","","",""
"2754","D","TS","115","M5","50-D-TS115-M5-CC400-TCU","TCU卡板","子件","50-D-TS115-M5-CC400","","","","","","",""
"2755","D","TS","115","M5","50-D-TS115-M5-CC400-TRAC/Reactor","牽引電抗器","子件","50-D-TS115-M5-CC400","","","","","","",""
"2756","D","TS","115","M5","50-D-TS115-M5-CC400-XC","高頻整流器模組(XC)","子件","50-D-TS115-M5-CC400","","","","","","",""
"2757","D","TS","115","M5","50-D-TS115-M5-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS115-M5","","","","","","",""
"2758","D","TS","115","M5","50-D-TS115-M5-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS115-M5","","","","","","",""
"2759","D","TS","115","M5","50-D-TS115-M5-DMOT-L","驅動馬達-L","獨立件","50-D-TS115-M5","","","","","","",""
"2760","D","TS","115","M5","50-D-TS115-M5-DMOT-R","驅動馬達-R","獨立件","50-D-TS115-M5","","","","","","",""
"2761","D","TS","115","M5","50-D-TS115-M5-EHU","煞車液壓單元總成(EHU)","總成","50-D-TS115-M5","","","","","","",""
"2762","D","TS","115","M5","50-D-TS115-M5-ETH/CAB","網管型乙太網路交換器(駕駛室)","獨立件","50-D-TS115-M5","","","","","","",""
"2763","D","TS","115","M5","50-D-TS115-M5-ETH/SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS115-M5","","","","","","",""
"2764","D","TS","115","M5","50-D-TS115-M5-FLUB/COMP","輪緣潤滑壓縮機","獨立件","50-D-TS115-M5","","","","","","",""
"2765","D","TS","115","M5","50-D-TS115-M5-GPS","GPS機","子件","50-D-TS115-M5","","","","","","",""
"2766","D","TS","115","M5","50-D-TS115-M5-HMI","速度監控HMI","獨立件","50-D-TS115-M5","","","","","","",""
"2767","D","TS","115","M5","50-D-TS115-M5-MC","主控制器總成","總成","50-D-TS115-M5","","","","","","",""
"2768","D","TS","115","M5","50-D-TS115-M5-OBCU","車載控制單元(OBCU)","獨立件","50-D-TS115-M5","","","","","","",""
"2769","D","TS","115","M5","50-D-TS115-M5-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS115-M5","","","","","","",""
"2770","D","TS","115","M5","50-D-TS115-M5-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS115-M5","","","","","","",""
"2771","D","TS","115","M5","50-D-TS115-M5-SD/COMP","撒砂裝置空壓機","獨立件","50-D-TS115-M5","","","","","","",""
"2772","D","TS","115","M5","50-D-TS115-M5-TETRA","TETRA收發機(Tetra Transceiver)","獨立件","50-D-TS115-M5","","","","","","",""
"2773","D","TS","115","M5","50-D-TS115-M5-VCU","車輛控制單元(VCU)","獨立件","50-D-TS115-M5","","","","","","",""
"2774","D","TS","115","M5","50-D-TS115-M5-VID","影像連結單元(Video link)","獨立件","50-D-TS115-M5","","","","","","",""
"2775","D","TS","115","M5","50-D-TS115-M5-WIFI","Wi-Fi模組","獨立件","50-D-TS115-M5","","","","","","",""
"2776","D","TS","117","M1","50-D-TS117-M1-BCU","煞車控制單元(BCU)總成","總成","50-D-TS117-M1","","","","","","",""
"2777","D","TS","117","M1","50-D-TS117-M1-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS117-M1-BCU","","","","","","",""
"2778","D","TS","117","M1","50-D-TS117-M1-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS117-M1-BCU","","","","","","",""
"2779","D","TS","117","M1","50-D-TS117-M1-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS117-M1-BCU","","","","","","",""
"2780","D","TS","117","M1","50-D-TS117-M1-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS117-M1-BCU","","","","","","",""
"2781","D","TS","117","M1","50-D-TS117-M1-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS117-M1-BCU","","","","","","",""
"2782","D","TS","117","M1","50-D-TS117-M1-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS117-M1-BCU","","","","","","",""
"2783","D","TS","117","M1","50-D-TS117-M1-BOGIE","轉向架","總成","50-D-TS117-M1","","","","","","",""
"2784","D","TS","117","M1","50-D-TS117-M1-BOGIE-AHU","輔助液壓單元總成(AHU)","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2785","D","TS","117","M1","50-D-TS117-M1-BOGIE-BCAL-AX1L","動力式煞車卡鉗總成-L1","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2786","D","TS","117","M1","50-D-TS117-M1-BOGIE-BCAL-AX1R","動力式煞車卡鉗總成-R1","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2787","D","TS","117","M1","50-D-TS117-M1-BOGIE-BCAL-AX2L","動力式煞車卡鉗總成-L2","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2788","D","TS","117","M1","50-D-TS117-M1-BOGIE-BCAL-AX2R","動力式煞車卡鉗總成-R2","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2789","D","TS","117","M1","50-D-TS117-M1-BOGIE-EHU","煞車液壓單元總成(EHU)","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2790","D","TS","117","M1","50-D-TS117-M1-BOGIE-GB-AX1L","齒輪箱總成-L1","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2791","D","TS","117","M1","50-D-TS117-M1-BOGIE-GB-AX1R","齒輪箱總成-R1","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2792","D","TS","117","M1","50-D-TS117-M1-BOGIE-GB-AX2L","齒輪箱總成-L2","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2793","D","TS","117","M1","50-D-TS117-M1-BOGIE-GB-AX2R","齒輪箱總成-R2","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2794","D","TS","117","M1","50-D-TS117-M1-BOGIE-TM-AX1L","牽引馬達總成-L1(TM1)","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2795","D","TS","117","M1","50-D-TS117-M1-BOGIE-TM-AX1R","牽引馬達總成-R1(TM3)","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2796","D","TS","117","M1","50-D-TS117-M1-BOGIE-TM-AX2L","牽引馬達總成-L2(TM2)","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2797","D","TS","117","M1","50-D-TS117-M1-BOGIE-TM-AX2R","牽引馬達總成-R2(TM4)","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2798","D","TS","117","M1","50-D-TS117-M1-BOGIE-WHL-AX1L","動力式車輪-L1","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2799","D","TS","117","M1","50-D-TS117-M1-BOGIE-WHL-AX1R","動力式車輪-R1","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2800","D","TS","117","M1","50-D-TS117-M1-BOGIE-WHL-AX2L","動力式車輪-L2","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2801","D","TS","117","M1","50-D-TS117-M1-BOGIE-WHL-AX2R","動力式車輪-R2","子件","50-D-TS117-M1-BOGIE","","","","","","",""
"2802","D","TS","117","M1","50-D-TS117-M1-BPI","BPI界面轉換器","獨立件","50-D-TS117-M1","","","","","","",""
"2803","D","TS","117","M1","50-D-TS117-M1-BRES","煞車電阻器(含箱體)","獨立件","50-D-TS117-M1","","","","","","",""
